candidate_id,req_id,department,level,source,applied_date,final_stage,outcome,hired,days_in_process
CAN00239,REQ0003,Operations,Non-Executive,bdjobs.com,2023-02-13,Written Test,Rejected - Written Test,0,15
CAN00240,REQ0003,Operations,Non-Executive,LinkedIn,2023-02-12,CV Screening,Rejected - CV Screen,0,5
CAN00241,REQ0003,Operations,Non-Executive,LinkedIn,2023-02-07,CV Screening,Rejected - CV Screen,0,10
CAN00242,REQ0003,Operations,Non-Executive,Walk-in,2023-01-28,CV Screening,Rejected - CV Screen,0,10
CAN00243,REQ0003,Operations,Non-Executive,bdjobs.com,2023-01-29,Written Test,Rejected - Written Test,0,15
CAN00244,REQ0003,Operations,Non-Executive,Internal Referral,2023-02-09,Written Test,Rejected - Written Test,0,21
CAN00245,REQ0003,Operations,Non-Executive,bdjobs.com,2023-02-02,CV Screening,Rejected - CV Screen,0,5
CAN00246,REQ0003,Operations,Non-Executive,bdjobs.com,2023-02-14,CV Screening,Rejected - CV Screen,0,7
CAN00247,REQ0003,Operations,Non-Executive,bdjobs.com,2023-02-12,CV Screening,Rejected - CV Screen,0,8
CAN00248,REQ0003,Operations,Non-Executive,Headhunting Firm,2023-02-11,CV Screening,Rejected - CV Screen,0,10
CAN00249,REQ0003,Operations,Non-Executive,Internal Referral,2023-02-17,CV Screening,Rejected - CV Screen,0,5
CAN00250,REQ0003,Operations,Non-Executive,Internal Referral,2023-02-09,CV Screening,Rejected - CV Screen,0,7
CAN00251,REQ0003,Operations,Non-Executive,Internal Referral,2023-02-16,CV Screening,Rejected - CV Screen,0,9
CAN00252,REQ0003,Operations,Non-Executive,Walk-in,2023-02-06,Offer & Approval,Offer Declined,0,42
CAN00253,REQ0003,Operations,Non-Executive,LinkedIn,2023-02-11,CV Screening,Rejected - CV Screen,0,7
CAN00254,REQ0003,Operations,Non-Executive,Walk-in,2023-02-12,Written Test,Rejected - Written Test,0,11
CAN00255,REQ0003,Operations,Non-Executive,bdjobs.com,2023-02-16,CV Screening,Rejected - CV Screen,0,4
CAN00256,REQ0003,Operations,Non-Executive,LinkedIn,2023-02-14,CV Screening,Rejected - CV Screen,0,7
CAN00257,REQ0003,Operations,Non-Executive,LinkedIn,2023-01-28,CV Screening,Rejected - CV Screen,0,3
CAN00258,REQ0003,Operations,Non-Executive,Internal Referral,2023-02-16,CV Screening,Rejected - CV Screen,0,6
CAN00259,REQ0003,Operations,Non-Executive,Walk-in,2023-02-10,CV Screening,Rejected - CV Screen,0,6
CAN00260,REQ0003,Operations,Non-Executive,LinkedIn,2023-01-30,CV Screening,Rejected - CV Screen,0,4
CAN00261,REQ0003,Operations,Non-Executive,LinkedIn,2023-02-10,CV Screening,Rejected - CV Screen,0,5
CAN00262,REQ0003,Operations,Non-Executive,Internal Referral,2023-02-05,CV Screening,Rejected - CV Screen,0,4
CAN00263,REQ0003,Operations,Non-Executive,Internal Referral,2023-02-14,Interview,Rejected - Interview,0,34
CAN00264,REQ0003,Operations,Non-Executive,Internal Referral,2023-02-12,CV Screening,Rejected - CV Screen,0,5
CAN00265,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-16,Written Test,Rejected - Written Test,0,19
CAN00266,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-14,CV Screening,Rejected - CV Screen,0,3
CAN00267,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-01,CV Screening,Rejected - CV Screen,0,9
CAN00268,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-07,CV Screening,Rejected - CV Screen,0,8
CAN00269,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-19,Offer & Approval,Offer Declined,0,40
CAN00270,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-16,CV Screening,Rejected - CV Screen,0,5
CAN00271,REQ0004,Operations,Non-Executive,Headhunting Firm,2022-04-20,Written Test,Rejected - Written Test,0,14
CAN00272,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-03,CV Screening,Rejected - CV Screen,0,9
CAN00273,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-16,CV Screening,Rejected - CV Screen,0,5
CAN00274,REQ0004,Operations,Non-Executive,bdjobs.com,2022-03-31,CV Screening,Rejected - CV Screen,0,10
CAN00275,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-09,CV Screening,Rejected - CV Screen,0,5
CAN00276,REQ0004,Operations,Non-Executive,LinkedIn,2022-03-31,CV Screening,Rejected - CV Screen,0,9
CAN00277,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-18,CV Screening,Rejected - CV Screen,0,3
CAN00278,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-06,CV Screening,Rejected - CV Screen,0,4
CAN00279,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-04,CV Screening,Rejected - CV Screen,0,4
CAN00280,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-05,CV Screening,Rejected - CV Screen,0,5
CAN00281,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-08,CV Screening,Rejected - CV Screen,0,4
CAN00282,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-18,CV Screening,Rejected - CV Screen,0,5
CAN00283,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-09,CV Screening,Rejected - CV Screen,0,8
CAN00284,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-02,CV Screening,Rejected - CV Screen,0,8
CAN00285,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-13,CV Screening,Rejected - CV Screen,0,5
CAN00286,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-08,CV Screening,Rejected - CV Screen,0,3
CAN00287,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-14,CV Screening,Rejected - CV Screen,0,3
CAN00288,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-20,CV Screening,Rejected - CV Screen,0,10
CAN00289,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-04,Hired,Hired,1,72
CAN00290,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-07,Written Test,Rejected - Written Test,0,19
CAN00291,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-14,CV Screening,Rejected - CV Screen,0,6
CAN00292,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-08,CV Screening,Rejected - CV Screen,0,8
CAN00293,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-20,Written Test,Rejected - Written Test,0,21
CAN00294,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-14,CV Screening,Rejected - CV Screen,0,9
CAN00295,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-06,CV Screening,Rejected - CV Screen,0,7
CAN00296,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-17,CV Screening,Rejected - CV Screen,0,9
CAN00297,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-01,Reference Check,Rejected - Reference,0,35
CAN00298,REQ0004,Operations,Non-Executive,Walk-in,2022-04-08,Hired,Hired,1,68
CAN00299,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-07,Hired,Hired,1,59
CAN00300,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-14,CV Screening,Rejected - CV Screen,0,8
CAN00301,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-08,CV Screening,Rejected - CV Screen,0,4
CAN00302,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-03,Hired,Hired,1,63
CAN00303,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-02,CV Screening,Rejected - CV Screen,0,4
CAN00304,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-06,CV Screening,Rejected - CV Screen,0,7
CAN00305,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-18,CV Screening,Rejected - CV Screen,0,3
CAN00306,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-01,CV Screening,Rejected - CV Screen,0,10
CAN00307,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-18,Written Test,Rejected - Written Test,0,21
CAN00308,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-08,CV Screening,Rejected - CV Screen,0,8
CAN00309,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-19,CV Screening,Rejected - CV Screen,0,5
CAN00310,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-17,CV Screening,Rejected - CV Screen,0,8
CAN00311,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-07,Written Test,Rejected - Written Test,0,15
CAN00312,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-19,CV Screening,Rejected - CV Screen,0,3
CAN00313,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-13,CV Screening,Rejected - CV Screen,0,5
CAN00314,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-04,Written Test,Rejected - Written Test,0,19
CAN00315,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-16,Written Test,Rejected - Written Test,0,18
CAN00316,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-07,CV Screening,Rejected - CV Screen,0,8
CAN00317,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-01,Interview,Rejected - Interview,0,26
CAN00318,REQ0004,Operations,Non-Executive,Walk-in,2022-04-10,CV Screening,Rejected - CV Screen,0,6
CAN00319,REQ0004,Operations,Non-Executive,bdjobs.com,2022-03-31,Interview,Rejected - Interview,0,32
CAN00320,REQ0004,Operations,Non-Executive,Walk-in,2022-04-08,CV Screening,Rejected - CV Screen,0,10
CAN00321,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-03,Written Test,Rejected - Written Test,0,19
CAN00322,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-08,CV Screening,Rejected - CV Screen,0,7
CAN00323,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-11,CV Screening,Rejected - CV Screen,0,10
CAN00324,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-09,Interview,Withdrew,0,29
CAN00325,REQ0004,Operations,Non-Executive,Walk-in,2022-04-18,Interview,Withdrew,0,33
CAN00326,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-15,CV Screening,Rejected - CV Screen,0,3
CAN00327,REQ0004,Operations,Non-Executive,Headhunting Firm,2022-04-16,CV Screening,Rejected - CV Screen,0,9
CAN00328,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-08,Hired,Hired,1,70
CAN00329,REQ0004,Operations,Non-Executive,Headhunting Firm,2022-04-14,CV Screening,Rejected - CV Screen,0,9
CAN00330,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-14,Written Test,Rejected - Written Test,0,15
CAN00331,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-16,CV Screening,Rejected - CV Screen,0,10
CAN00332,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-12,Interview,Rejected - Interview,0,22
CAN00333,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-17,CV Screening,Rejected - CV Screen,0,3
CAN00334,REQ0004,Operations,Non-Executive,Walk-in,2022-04-06,CV Screening,Rejected - CV Screen,0,6
CAN00335,REQ0004,Operations,Non-Executive,Walk-in,2022-04-08,CV Screening,Rejected - CV Screen,0,5
CAN00336,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-04,Interview,Rejected - Interview,0,28
CAN00337,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-01,CV Screening,Rejected - CV Screen,0,4
CAN00338,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-02,Written Test,Rejected - Written Test,0,17
CAN00339,REQ0004,Operations,Non-Executive,Headhunting Firm,2022-04-17,Written Test,Rejected - Written Test,0,14
CAN00340,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-11,Written Test,Rejected - Written Test,0,19
CAN00341,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-07,Written Test,Rejected - Written Test,0,15
CAN00342,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-10,CV Screening,Rejected - CV Screen,0,6
CAN00343,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-11,CV Screening,Rejected - CV Screen,0,7
CAN00344,REQ0004,Operations,Non-Executive,Walk-in,2022-04-11,CV Screening,Rejected - CV Screen,0,4
CAN00345,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-14,CV Screening,Rejected - CV Screen,0,10
CAN00346,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-17,CV Screening,Rejected - CV Screen,0,5
CAN00347,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-18,CV Screening,Rejected - CV Screen,0,3
CAN00348,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-12,CV Screening,Rejected - CV Screen,0,7
CAN00349,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-18,CV Screening,Rejected - CV Screen,0,10
CAN00350,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-05,Written Test,Rejected - Written Test,0,21
CAN00351,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-04,CV Screening,Rejected - CV Screen,0,5
CAN00352,REQ0004,Operations,Non-Executive,LinkedIn,2022-03-31,CV Screening,Rejected - CV Screen,0,5
CAN00353,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-11,CV Screening,Rejected - CV Screen,0,7
CAN00354,REQ0004,Operations,Non-Executive,Walk-in,2022-04-12,Written Test,Rejected - Written Test,0,9
CAN00355,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-10,CV Screening,Rejected - CV Screen,0,3
CAN00356,REQ0004,Operations,Non-Executive,Headhunting Firm,2022-04-09,Written Test,Rejected - Written Test,0,19
CAN00357,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-15,CV Screening,Rejected - CV Screen,0,4
CAN00358,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-15,Interview,Withdrew,0,21
CAN00359,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-03,CV Screening,Rejected - CV Screen,0,7
CAN00360,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-01,CV Screening,Rejected - CV Screen,0,4
CAN00361,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-16,Written Test,Rejected - Written Test,0,14
CAN00362,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-02,Written Test,Rejected - Written Test,0,17
CAN00363,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-12,CV Screening,Rejected - CV Screen,0,10
CAN00364,REQ0004,Operations,Non-Executive,Walk-in,2022-04-06,Written Test,Rejected - Written Test,0,15
CAN00365,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-17,CV Screening,Rejected - CV Screen,0,6
CAN00366,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-15,CV Screening,Rejected - CV Screen,0,3
CAN00367,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-01,CV Screening,Rejected - CV Screen,0,7
CAN00368,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-05,Interview,Withdrew,0,36
CAN00369,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-18,CV Screening,Rejected - CV Screen,0,7
CAN00370,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-18,CV Screening,Rejected - CV Screen,0,10
CAN00371,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-06,CV Screening,Rejected - CV Screen,0,9
CAN00372,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-04,CV Screening,Rejected - CV Screen,0,7
CAN00373,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-18,CV Screening,Rejected - CV Screen,0,5
CAN00374,REQ0004,Operations,Non-Executive,Internal Referral,2022-04-14,Interview,Withdrew,0,36
CAN00375,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-04,CV Screening,Rejected - CV Screen,0,7
CAN00376,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-09,Hired,Hired,1,71
CAN00377,REQ0004,Operations,Non-Executive,Walk-in,2022-04-12,Hired,Hired,1,62
CAN00378,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-04,Written Test,Rejected - Written Test,0,21
CAN00379,REQ0004,Operations,Non-Executive,bdjobs.com,2022-04-16,CV Screening,Rejected - CV Screen,0,6
CAN00380,REQ0004,Operations,Non-Executive,Walk-in,2022-04-18,CV Screening,Rejected - CV Screen,0,7
CAN00381,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-06,CV Screening,Rejected - CV Screen,0,6
CAN00382,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-07,Interview,Rejected - Interview,0,25
CAN00383,REQ0004,Operations,Non-Executive,LinkedIn,2022-04-14,CV Screening,Rejected - CV Screen,0,5
CAN00384,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-13,CV Screening,Rejected - CV Screen,0,9
CAN00385,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-17,CV Screening,Rejected - CV Screen,0,9
CAN00386,REQ0005,Finance,Non-Executive,Headhunting Firm,2023-01-20,Written Test,Rejected - Written Test,0,21
CAN00387,REQ0005,Finance,Non-Executive,bdjobs.com,2023-02-01,CV Screening,Rejected - CV Screen,0,10
CAN00388,REQ0005,Finance,Non-Executive,Headhunting Firm,2023-01-15,CV Screening,Rejected - CV Screen,0,6
CAN00389,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-31,CV Screening,Rejected - CV Screen,0,10
CAN00390,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-20,CV Screening,Rejected - CV Screen,0,8
CAN00391,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-20,CV Screening,Rejected - CV Screen,0,9
CAN00392,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-15,CV Screening,Rejected - CV Screen,0,4
CAN00393,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-13,Written Test,Rejected - Written Test,0,16
CAN00394,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-31,CV Screening,Rejected - CV Screen,0,8
CAN00395,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-19,CV Screening,Rejected - CV Screen,0,3
CAN00396,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-22,CV Screening,Rejected - CV Screen,0,4
CAN00397,REQ0005,Finance,Non-Executive,Internal Referral,2023-01-17,CV Screening,Rejected - CV Screen,0,7
CAN00398,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-21,CV Screening,Rejected - CV Screen,0,4
CAN00399,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-28,CV Screening,Rejected - CV Screen,0,8
CAN00400,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-16,Written Test,Rejected - Written Test,0,22
CAN00401,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-29,Interview,Rejected - Interview,0,37
CAN00402,REQ0005,Finance,Non-Executive,Internal Referral,2023-01-19,CV Screening,Rejected - CV Screen,0,6
CAN00403,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-16,CV Screening,Rejected - CV Screen,0,6
CAN00404,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-21,Offer & Approval,Offer Declined,0,49
CAN00405,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-19,CV Screening,Rejected - CV Screen,0,3
CAN00406,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-14,CV Screening,Rejected - CV Screen,0,4
CAN00407,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-31,CV Screening,Rejected - CV Screen,0,10
CAN00408,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-24,Hired,Hired,1,61
CAN00409,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-26,CV Screening,Rejected - CV Screen,0,6
CAN00410,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-21,CV Screening,Rejected - CV Screen,0,7
CAN00411,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-24,CV Screening,Rejected - CV Screen,0,9
CAN00412,REQ0005,Finance,Non-Executive,Headhunting Firm,2023-01-30,CV Screening,Rejected - CV Screen,0,3
CAN00413,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-19,Written Test,Rejected - Written Test,0,13
CAN00414,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-23,CV Screening,Rejected - CV Screen,0,6
CAN00415,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-25,CV Screening,Rejected - CV Screen,0,5
CAN00416,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-16,Written Test,Rejected - Written Test,0,20
CAN00417,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-21,CV Screening,Rejected - CV Screen,0,6
CAN00418,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-25,CV Screening,Rejected - CV Screen,0,4
CAN00419,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-18,CV Screening,Rejected - CV Screen,0,8
CAN00420,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-24,CV Screening,Rejected - CV Screen,0,4
CAN00421,REQ0005,Finance,Non-Executive,Internal Referral,2023-01-20,Hired,Hired,1,82
CAN00422,REQ0005,Finance,Non-Executive,Internal Referral,2023-01-21,Hired,Hired,1,85
CAN00423,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-13,CV Screening,Rejected - CV Screen,0,10
CAN00424,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-12,CV Screening,Rejected - CV Screen,0,7
CAN00425,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-18,Written Test,Rejected - Written Test,0,15
CAN00426,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-18,CV Screening,Rejected - CV Screen,0,5
CAN00427,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-16,Written Test,Rejected - Written Test,0,13
CAN00428,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-20,Offer & Approval,Offer Declined,0,50
CAN00429,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-15,CV Screening,Rejected - CV Screen,0,8
CAN00430,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-22,Written Test,Rejected - Written Test,0,15
CAN00431,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-13,Interview,Rejected - Interview,0,18
CAN00432,REQ0005,Finance,Non-Executive,Walk-in,2023-01-29,CV Screening,Rejected - CV Screen,0,8
CAN00433,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-14,CV Screening,Rejected - CV Screen,0,5
CAN00434,REQ0005,Finance,Non-Executive,Walk-in,2023-02-01,CV Screening,Rejected - CV Screen,0,10
CAN00435,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-17,CV Screening,Rejected - CV Screen,0,8
CAN00436,REQ0005,Finance,Non-Executive,Internal Referral,2023-01-24,CV Screening,Rejected - CV Screen,0,3
CAN00437,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-26,CV Screening,Rejected - CV Screen,0,3
CAN00438,REQ0005,Finance,Non-Executive,bdjobs.com,2023-01-27,CV Screening,Rejected - CV Screen,0,7
CAN00439,REQ0005,Finance,Non-Executive,Headhunting Firm,2023-01-22,Hired,Hired,1,52
CAN00440,REQ0005,Finance,Non-Executive,bdjobs.com,2023-02-01,CV Screening,Rejected - CV Screen,0,5
CAN00441,REQ0005,Finance,Non-Executive,LinkedIn,2023-01-31,CV Screening,Rejected - CV Screen,0,10
